year,temperaturamnimaextrema_ACUM,latitud,longitud
2012,-7.5,26.12861111,-106.3333333
2012,-7,23.82166667,-104.9261111
2012,-5.2,24.98888889,-105.8916667
2012,-3.9,29.25194444,-108.0927778
2012,-3.6,19.13361111,-97.6625
2012,-3.6,24.36472222,-105.5175
2012,-3.5,19.4925,-98.53527778
2012,-3.3,29.19,-108.1413889
2012,-2.9,19.58083333,-97.24777778
2012,-2.8,19.70444444,-99.70305556
2012,-2.8,23.69027778,-105.3527778
2012,-2.8,23.83444444,-105.0416667
2012,-2.5,19.85416667,-98.30833333
2012,-2.3,24.70027778,-99.85527778
2012,-2.2,23.38777778,-104.2472222
2012,-2.2,24.71,-100.3033333
2012,-2,19.91722222,-99.68
2012,-1.9,28.80277778,-106.4847222
2012,-1.8,19.37027778,-97.35583333
2012,-1.8,23.50444444,-104.8244444
2012,-1.8,23.55416667,-105.4111111
2012,-1.8,24.05361111,-105.0086111
2012,-1.7,19.02333333,-97.56694444
2012,-1.5,19.61027778,-98.64166667
2012,-1.4,26.47416667,-106.3883333
2012,-1.4,26.47555556,-106.3875
2012,-1.3,18.83694444,-97.54722222
2012,-1.3,25.08472222,-100.3333333
2012,-1.2,19.1125,-97.95611111
2012,-1.2,19.71305556,-99.62861111
2012,-1.1,24.97694444,-104.7688889
2012,-1,19.08527778,-97.54138889
2012,-1,19.34083333,-99.79833333
2012,-0.9,19.29861111,-99.36861111
2012,-0.9,19.39916667,-99.90833333
2012,-0.8,19.46222222,-99.77555556
2012,-0.7,19.31805556,-97.64722222
2012,-0.7,28.75972222,-107.6975
2012,-0.6,19.87277778,-98.71805556
2012,-0.5,19.39138889,-99.52527778
2012,-0.5,19.42805556,-97.79888889
2012,-0.5,19.855,-99.96777778
2012,-0.5,22.67305556,-102.0408333
2012,-0.5,32.00361111,-115.9483333
2012,-0.4,16.79694444,-92.69666667
2012,-0.4,19.55555556,-98.20277778
2012,-0.4,25.93305556,-105.9516667
2012,-0.3,18.60388889,-97.2725
2012,-0.3,19.41194444,-97.39388889
2012,-0.3,20.05444444,-99.69027778
2012,-0.3,20.15944444,-98.55666667
2012,-0.3,25.56722222,-104.2916667
2012,-0.2,20.04055556,-98.17388889
2012,-0.2,25.95333333,-105.3666667
2012,-0.1,17.57333333,-97.5225
2012,-0.1,22.4875,-102.46
2012,-0.1,22.62777778,-103.8975
2012,-0.1,24.56666667,-100.2383333
2012,0,19.38527778,-97.28916667
2012,0,19.50472222,-99.90666667
2012,0,23.09194444,-103.6711111
2012,0,28.50138889,-107.47
2012,0.1,16.67777778,-92.48916667
2012,0.1,19.51972222,-98.26916667
2012,0.1,19.62277778,-97.81416667
2012,0.1,19.6975,-97.5475
2012,0.1,20.37472222,-99.80888889
2012,0.1,25.36694444 ,-100.6205556 
2012,0.2,19.7375,-102.0791667
2012,0.2,19.78027778,-99.68638889
2012,0.2,19.825,-99.79083333
2012,0.2,22.64972222,-103.6997222
2012,0.3,19.34638889,-97.45611111
2012,0.3,23.28555556,-101.2108333
2012,0.3,23.49777778,-102.1336111
2012,0.3,24.44388889,-105.785
2012,0.3,25.20805556 ,-100.8297222 
2012,0.4,19.2925,-99.92222222
2012,0.4,20.15472222,-98.27388889
2012,0.4,26.08416667,-105.5658333
2012,0.5,19.29111111,-99.71416667
2012,0.5,19.48611111,-97.26416667
2012,0.5,19.61472222,-97.50111111
2012,0.5,19.71111111,-99.78888889
2012,0.5,19.75305556,-99.64
2012,0.5,19.875,-99.735
2012,0.5,21.64305556,-101.4788889
2012,0.5,22.84472222,-103.3825
2012,0.5,28.77166667,-107.2555556
2012,0.6,19.17194444,-99.80611111
2012,0.6,19.47611111,-99.71444444
2012,0.6,20.05083333,-100.1494444
2012,0.6,22.91166667,-103.2780556
2012,0.7,19.52444444,-99.74138889
2012,0.7,19.61638889,-99.66833333
2012,0.7,19.66916667,-99.83083333
2012,0.7,22.68611111,-103.6025
2012,0.8,19.405,-99.56305556
2012,0.8,19.47194444,-98.34527778
2012,0.8,19.51472222,-99.72861111
2012,0.8,19.83944444,-98.03277778
2012,0.8,19.95388889,-98.32583333
2012,0.8,21.07972222,-101.6066667
2012,0.8,22.94083333,-102.4875
2012,0.8,25.12916667,-106.3625
2012,0.9,19.15583333,-99.90722222
2012,0.9,19.88583333,-99.555
2012,1,19.29888889,-97.76972222
2012,1,19.41555556,-98.14
2012,1,22.80694444,-99.84166667
2012,1,31.22833333,-110.5933333
2012,1.1,20.03861111,-99.86444444
2012,1.1,22.1775,-102.5861111
2012,1.2,19.19972222,-97.9075
2012,1.2,19.32666667,-98.36611111
2012,1.2,19.51222222,-97.11805556
2012,1.2,19.59694444,-98.63194444
2012,1.2,19.67916667,-100.7416667
2012,1.2,19.90861111,-99.12638889
2012,1.2,20.04444444,-98.36833333
2012,1.2,20.12694444,-99.74055556
2012,1.2,20.44055556,-99.37416667
2012,1.2,22.30694444,-103.5616667
2012,1.2,23.33638889,-104.1675
2012,1.2,26.12694444,-105.0166667
2012,1.2,28.71527778,-107.2458333
2012,1.2,30.63194444,-109.97
2012,1.3,19.19833333,-99.64833333
2012,1.3,19.33888889,-99.68416667
2012,1.3,21.83527778,-102.1825
2012,1.3,25.02638889,-100.5486111
2012,1.4,19.26138889,-98.37055556
2012,1.4,19.26722222,-99.95027778
2012,1.4,19.58666667,-98.4275
2012,1.4,21.22,-100.4961111
2012,1.4,21.555,-101.4091667
2012,1.4,22.66861111,-101.1294444
2012,1.4,22.99694444,-102.6605556
2012,1.4,23.96444444,-104.735
2012,1.4,24.51777778,-99.97972222
2012,1.4,28.36666667,-108.9333333
2012,1.5,19.16194444,-98.40638889
2012,1.5,19.23444444,-99.80805556
2012,1.5,19.40083333,-99.945
2012,1.5,19.55611111,-99.9475
2012,1.5,19.58611111,-98.56388889
2012,1.5,19.5925,-98.12555556
2012,1.5,25.54416667,-100.5230556
2012,1.5,26.24777778,-104.9194444
2012,1.6,19.41111111,-99.69944444
2012,1.6,19.86166667,-99.9175
2012,1.7,18.885,-98.69027778
2012,1.7,19.55916667,-99.6
2012,1.7,19.75083333,-98.94944444
2012,1.7,19.98722222,-98.29722222
2012,1.7,20.13305556,-98.66916667
2012,1.7,20.17666667,-98.64527778
2012,1.7,22.92583333,-103.1127778
2012,1.7,24.09583333,-103.4886111
2012,1.8,18.85861111,-97.46305556
2012,1.8,18.92027778,-97.2525
2012,1.8,18.92888889,-97.23277778
2012,1.8,19.05833333,-99.27416667
2012,1.8,19.53888889,-99.39694444
2012,1.8,19.96,-97.96
2012,1.8,20.21944444,-98.57861111
2012,1.8,20.62083333,-104.5680556
2012,1.8,21.3225,-101.1066667
2012,1.8,23.47388889,-103.5813889
2012,1.8,24.46361111,-100.2480556
2012,1.8,29.91277778,-110.2133333
2012,1.8,27.9797222 ,-102.6944444 
2012,1.9,19.42916667,-99.05277778
2012,1.9,19.61083333,-97.02722222
2012,1.9,20.05611111,-98.33444444
2012,1.9,20.33722222,-98.36194444
2012,1.9,23.24888889,-103.8047222
2012,2,19.58111111,-99.27833333
2012,2,19.65666667,-99.01722222
2012,2,22.16638889,-101.9519444
2012,2,22.34722222,-102.7966667
2012,2,24.44111111,-100.3572222
2012,2.1,20.64055556,-98.65527778
2012,2.1,24.1725,-100.2872222
2012,2.1,24.57805556,-100.4469444
2012,2.1,24.64055556,-103.6983333
2012,2.1,28.77333333,-105.9636111
2012,2.2,19.20944444,-99.58861111
2012,2.2,19.78166667,-99.4725
2012,2.2,20.21722222,-98.73055556
2012,2.2,20.45638889,-98.91055556
2012,2.2,22.16444444,-102.5541667
2012,2.2,22.34722222,-101.7158333
2012,2.2,22.65722222,-102.4958333
2012,2.2,22.77194444,-103.9441667
2012,2.2,22.86333333,-105.1183333
2012,2.2,23.02944444,-101.75
2012,2.2,24.32277778,-99.91027778
2012,2.2,25.0625,-106.5305556
2012,2.3,18.88083333,-97.43527778
2012,2.3,19.37777778,-99.49583333
2012,2.3,19.77472222,-99.16694444
2012,2.3,20.66416667,-99.13666667
2012,2.3,21.20694444,-103.4588889
2012,2.3,21.97583333,-102.0619444
2012,2.3,22.15277778,-101.7069444
2012,2.4,15.45722222,-92.28111111
2012,2.4,19.38944444,-100.0758333
2012,2.4,19.63888889,-97.10972222
2012,2.4,20.14666667,-99.91472222
2012,2.4,20.28861111,-99.41111111
2012,2.4,23.69305556,-103.0936111
2012,2.4,23.90277778,-101.7191667
2012,2.4,24.21444444,-101.9222222
2012,2.4,24.53333333,-100.8833333
2012,2.4,30.05472222,-106.9069444
2012,2.4,24.96027778 ,-100.8605556 
2012,2.5,17.125,-96.41666667
2012,2.5,19.28583333,-99.52361111
2012,2.5,19.49,-97.49444444
2012,2.5,20.1,-99.82
2012,2.5,20.23666667,-98.32416667
2012,2.5,20.29944444,-98.86222222
2012,2.5,22.11777778,-101.3991667
2012,2.5,23.11444444,-101.5458333
2012,2.5,23.73555556,-103.3872222
2012,2.5,24.80833333,-105.1338889
2012,2.6,18.98388889,-97.44166667
2012,2.6,20.32083333,-99.23166667
2012,2.6,23.24138889,-102.5747222
2012,2.7,17.01666667,-96.09972222
2012,2.7,19.43361111,-103.95
2012,2.7,19.47222222,-98.99166667
2012,2.7,19.6725,-99.68333333
2012,2.7,20.38055556,-98.96444444
2012,2.7,21.26944444,-101.1355556
2012,2.7,22.3575,-103.21
2012,2.7,23.23166667,-103.6438889
2012,2.7,23.24222222,-101.2158333
2012,2.7,23.62388889,-103.9177778
2012,2.7,23.84333333,-101.96
2012,2.7,24.84333333,-100.3208333
2012,2.8,19.31583333,-97.91111111
2012,2.8,19.45611111,-100.0694444
2012,2.8,19.68416667,-99.12666667
2012,2.8,19.695,-99.30166667
2012,2.8,19.70722222,-98.44916667
2012,2.8,19.78888889,-97.24583333
2012,2.8,19.88888889,-102.205
2012,2.8,21.28472222,-102.4972222
2012,2.8,21.50277778,-102.6525
2012,2.8,21.885,-102.1091667
2012,2.8,22.01888889,-101.9991667
2012,2.8,22.18861111,-102.4641667
2012,2.8,22.33305556,-103.4933333
2012,2.8,22.54805556,-102.7908333
2012,2.8,23.28166667,-103.1088889
2012,2.8,23.44972222,-102.9597222
2012,2.8,23.61805556,-101.7230556
2012,2.8,24.14777778,-101.4836111
2012,2.8,24.17444444,-105.9666667
2012,2.8,28.42166667,-108.4216667
2012,2.8,30.07,-109.0886111
2012,2.8,25.11916667 ,-101.1111111 
2012,2.9,16.65972222,-92.2625
2012,2.9,19.71666667,-99.46666667
2012,2.9,21.17333333,-101.2416667
2012,2.9,21.87361111,-101.2677778
2012,2.9,22.60444444,-101.4386111
2012,2.9,24.31361111,-100.0319444
2012,2.9,24.71583333,-100.0158333
2012,2.9,25.77361111,-104.2877778
2012,2.9,30.33583333,-110.1675
2012,3,19.0475,-100.1766667
2012,3,19.05138889,-99.53194444
2012,3,19.42805556,-99.6125
2012,3,19.62222222,-100.6855556
2012,3,19.76916667,-100.1402778
2012,3,19.86472222,-98.35583333
2012,3,19.89722222,-103.7872222
2012,3,19.9075,-100.3191667
2012,3,19.94416667,-98.75388889
2012,3,20.08416667,-99.90694444
2012,3,20.22555556,-99.88916667
2012,3,21.78277778,-102.5175
2012,3,21.83666667,-102.7116667
2012,3,21.86611111,-101.5930556
2012,3,22.08305556,-102.0911111
2012,3,24.69638889,-100.4419444
2012,3,24.78166667,-102.175
2012,3,25.34611111,-100.28
2012,3.1,19.71944444,-100.0419444
2012,3.1,19.83666667,-99.38361111
2012,3.1,20.11833333,-98.88527778
2012,3.1,20.47555556,-99.74
2012,3.1,21.695,-101.0244444
2012,3.1,22.90861111,-102.6597222
2012,3.1,26.73861111,-105.16
2012,3.1,25.37638889 ,-101.0166667 
2012,3.2,17.46666667,-97.21666667
2012,3.2,19.13222222,-98.07777778
2012,3.2,19.24333333,-98.19083333
2012,3.2,19.59555556,-99.35472222
2012,3.2,19.79611111,-99.995
2012,3.2,20.06111111,-101.8888889
2012,3.2,20.19833333,-100.3633333
2012,3.2,20.22722222,-98.44861111
2012,3.2,21.22388889,-103.6058333
2012,3.2,22.09111111,-102.1813889
2012,3.2,22.43888889,-102.2516667
2012,3.2,23.57444444,-99.85666667
2012,3.2,23.63472222,-101.3938889
2012,3.2,24.31055556,-100.1894444
2012,3.2,24.36555556,-100.1136111
2012,3.2,25.18333333,-104.5625
2012,3.2,25.22055556,-105.4488889
2012,3.2,25.11611111 ,-102.6322222 
2012,3.3,19.05333333,-99.87888889
2012,3.3,19.7975,-99.87444444
2012,3.3,20.11972222,-99.54444444
2012,3.3,20.30944444,-99.7225
2012,3.3,21.79444444,-102.8016667
2012,3.3,21.89777778,-101.9925
2012,3.3,23.58,-103.2638889
2012,3.3,23.81694444,-103.0258333
2012,3.3,24.44333333,-103.1325
2012,3.3,27.57722222,-105.3713889
2012,3.4,18.99388889,-97.80555556
2012,3.4,19.44083333,-99.54527778
2012,3.4,19.50027778,-97.75805556
2012,3.4,19.61055556,-100.6691667
2012,3.4,19.78611111,-97.55277778
2012,3.4,19.945,-103.7580556
2012,3.4,20.85055556,-100.8472222
2012,3.4,22.14972222,-100.975
2012,3.4,22.28,-101.125
2012,3.4,24.00138889,-103.0194444
2012,3.5,17.49611111,-97.14222222
2012,3.5,19.29861111,-98.43388889
2012,3.5,19.4125,-99.20166667
2012,3.5,19.5075,-100.0977778
2012,3.5,19.81194444,-100.0813889
2012,3.5,21.56333333,-102.4394444
2012,3.5,22.52055556,-101.9172222
2012,3.5,24.28388889,-100.7841667
2012,3.5,24.53833333,-104.3330556
2012,3.5,24.56388889,-100.7727778
2012,3.5,25.35,-105.1
2012,3.5,26.23111111,-104.4983333
2012,3.5,29.26361111,-107.4572222
2012,3.6,19.23777778,-98.15916667
2012,3.6,19.26277778,-99.00361111
2012,3.6,19.30722222,-98.38277778
2012,3.6,19.3475,-100.1519444
2012,3.6,19.52944444,-99.46416667
2012,3.6,19.82833333,-97.30388889
2012,3.6,19.86,-97.58555556
2012,3.6,19.96472222,-98.51305556
2012,3.6,22.48638889,-101.7911111
2012,3.6,23.49194444,-104.3875
2012,3.6,23.57388889,-99.75305556
2012,3.7,17.41666667,-97.26666667
2012,3.7,19.38861111,-98.02138889
2012,3.7,19.45777778,-98.42222222
2012,3.7,19.50555556,-98.88194444
2012,3.7,19.52972222,-98.72666667
2012,3.7,19.96027778,-99.45722222
2012,3.7,20.53361111,-98.47777778
2012,3.7,21.8375,-102.5222222
2012,3.7,22.00083333,-102.1988889
2012,3.7,22.62361111,-103.4116667
2012,3.7,23.73777778,-103.9797222
2012,3.7,23.78333333,-102.1602778
2012,3.7,24.73666667,-103.5855556
2012,3.7,25.08944444,-104.5763889
2012,3.7,26.00444444,-105.5266667
2012,3.7,31.14833333,-109.5413889
2012,3.8,16.78638889,-92.34277778
2012,3.8,16.99722222,-96.4325
2012,3.8,19.34638889,-98.58138889
2012,3.8,19.80916667,-100.1294444
2012,3.8,19.89777778,-99.33666667
2012,3.8,20.0725,-98.65333333
2012,3.8,21.04083333,-100.6405556
2012,3.8,22.61694444,-102.7672222
2012,3.8,23.14805556,-101.3430556
2012,3.8,23.16444444,-101.8858333
2012,3.8,23.75583333,-100.7266667
2012,3.8,24.00166667,-103.9608333
2012,3.8,24.97388889,-100.2586111
2012,3.8,26.44055556,-105.5027778
2012,3.8,27.505,-108.735
2012,3.9,18.61666667,-98.94361111
2012,3.9,20.25194444,-104.5913889
2012,3.9,21.48277778,-101.2166667
2012,3.9,22.75666667,-101.6469444
2012,3.9,23.55555556,-103.5669444
2012,3.9,24.80694444,-104.9219444
2012,3.9,30.33055556,-110.7061111
2012,4,18.93055556,-99.93388889
2012,4,18.98277778,-97.35222222
2012,4,19.20777778,-98.75833333
2012,4,20.02083333,-99.88
2012,4,20.14,-99.6025
2012,4,20.17611111,-100.555
2012,4,21.35305556,-101.8472222
2012,4,21.63166667,-102.3911111
2012,4,24.26222222,-100.4180556
2012,4.1,19.10555556,-98.46361111
2012,4.1,20.15833333,-98.72861111
2012,4.1,21.475,-100.9191667
2012,4.1,21.66694444,-100.5727778
2012,4.1,21.74805556,-102.1702778
2012,4.1,22.12333333,-102.5111111
2012,4.1,22.26472222,-101.9855556
2012,4.1,22.39583333,-101.8313889
2012,4.1,22.54444444,-103.5663889
2012,4.1,24.32472222,-102.885
2012,4.1,24.44388889,-102.3736111
2012,4.1,24.98333333,-102.615
2012,4.1,30.59888889,-110.8958333
2012,4.1,26.64138889 ,-101.3583333 
2012,4.2,16.88694444,-92.71555556
2012,4.2,19.21944444,-98.24305556
2012,4.2,20.97472222,-100.5933333
2012,4.2,21.13916667,-100.3305556
2012,4.2,21.29916667,-100.5166667
2012,4.2,21.91444444,-102.4286111
2012,4.2,21.96222222,-102.3505556
2012,4.2,21.98638889,-102.35
2012,4.2,22.45305556,-102.3472222
2012,4.2,23.23611111,-100.9533333
2012,4.2,23.63472222,-103.6397222
2012,4.2,24.02861111,-104.3494444
2012,4.2,24.55277778,-103.9641667
2012,4.3,17.39222222,-97.19194444
2012,4.3,18.8975,-98.13222222
2012,4.3,19.62027778,-101.1341667
2012,4.3,19.7725,-101.1780556
2012,4.3,21.45,-100.6636111
2012,4.3,21.9725,-102.3625
2012,4.3,22.15666667,-103.2327778
2012,4.3,22.6625,-103.3575
2012,4.3,22.85944444,-100.6886111
2012,4.3,23.405,-99.98
2012,4.3,23.47194444,-103.88
2012,4.3,29.125,-110.4772222
2012,4.4,16.52805556,-92.43777778
2012,4.4,17.97944444,-98.38472222
2012,4.4,18.99083333,-99.42083333
2012,4.4,19.10694444,-99.61722222
2012,4.4,25.33805556 ,-100.5302778 
2012,4.5,18.96888889,-97.95833333
2012,4.5,19.32388889,-98.24666667
2012,4.5,19.53194444,-98.91055556
2012,4.5,21.93777778,-100.5844444
2012,4.5,24.25138889,-103.7955556
2012,4.5,26.52555556,-105.3733333
2012,4.5,30.78333333,-110.85
2012,4.6,16.71416667,-92.62888889
2012,4.6,18.89833333,-97.72805556
2012,4.6,19.29222222,-99.76777778
2012,4.6,19.46472222,-97.95805556
2012,4.6,19.70444444,-99.21916667
2012,4.6,21.01194444,-100.3652778
2012,4.6,21.56055556,-102.7863889
2012,4.6,21.64944444,-103.3397222
2012,4.6,21.65,-101.4797222
2012,4.6,22.20833333,-102.0222222
2012,4.6,22.82361111,-102.9516667
2012,4.6,24.20527778,-104.6580556
2012,4.6,24.44611111,-104.1222222
2012,4.6,24.62138889,-101.3894444
2012,4.6,26.38555556,-105.3772222
2012,4.6,31.32694444,-109.9477778
2012,4.7,19.08361111,-98.73833333
2012,4.7,20.95777778,-100.8933333
2012,4.7,21.90916667,-102.0869444
2012,4.7,24.19583333,-102.9783333
2012,4.8,16.73333333,-92.63333333
2012,4.8,18.95555556,-98.27527778
2012,4.8,19.02694444,-98.77972222
2012,4.8,19.115,-98.17527778
2012,4.8,20.12861111,-101.7488889
2012,4.8,20.38027778,-99.35027778
2012,4.8,20.615,-99.11555556
2012,4.8,20.64138889,-98.82861111
2012,4.8,21.78055556,-102.3716667
2012,4.8,21.81416667,-98.01416667
2012,4.8,22.23111111,-102.3152778
2012,4.8,22.37611111,-103.9247222
2012,4.8,22.65333333,-102.355
2012,4.8,24.2875,-103.4430556
2012,4.9,18.93888889,-98.135
2012,4.9,19.46111111,-100.0538889
2012,4.9,19.49388889,-99.84166667
2012,4.9,19.96388889,-99.31194444
2012,4.9,21.10777778,-100.8780556
2012,4.9,22.10083333,-102.0677778
2012,4.9,24.52694444,-104.6555556
2012,4.9,24.70555556,-103.5725
2012,4.9,24.72472222,-104.875
2012,5,19.06861111,-98.31805556
2012,5,19.19666667,-99.12861111
2012,5,19.45361111,-99.23833333
2012,5,19.84833333,-98.67083333
2012,5,19.89916667,-101.5047222
2012,5,19.92111111,-100.8622222
2012,5,19.92305556,-101.7469444
2012,5,19.93888889,-101.3833333
2012,5,21.23111111,-101.7052778
2012,5.1,19.89722222,-101.0380556
2012,5.1,19.975,-101.7594444
2012,5.1,19.9975,-100.5122222
2012,5.1,21.21111111,-101.4258333
2012,5.1,23.45027778,-102.3891667
2012,5.2,18.72111111,-97.785
2012,5.2,19.51944444,-98.8125
2012,5.2,19.675,-101.3916667
2012,5.2,19.9,-100.6916667
2012,5.2,20.08416667,-98.3575
2012,5.2,20.14916667,-100.2972222
2012,5.2,20.30555556,-101.7827778
2012,5.2,20.52972222,-98.63527778
2012,5.2,20.91916667,-100.4313889
2012,5.2,21.845,-100.4866667
2012,5.2,21.87722222,-102.4633333
2012,5.2,21.91638889,-101.9694444
2012,5.2,22.23972222,-102.0888889
2012,5.2,22.85222222,-101.2488889
2012,5.2,22.85805556,-102.6066667
2012,5.2,23.46444444,-100.9894444
2012,5.2,24.79305556,-104.0377778
2012,5.2,24.81,-100.7866667
2012,5.2,27.45444444,-105.8069444
2012,5.2,30.21055556,-108.9572222
2012,5.2,30.23583333,-109.8166667
2012,5.2,27.28555556 ,-103.7002778 
2012,5.3,18.93111111,-98.68972222
2012,5.3,19.58666667,-99.94555556
2012,5.3,20.87777778,-99.20833333
2012,5.3,22.4,-103.7261111
2012,5.3,23.49833333,-100.7197222
2012,5.3,23.59444444,-100.91
2012,5.4,18.52805556,-97.14472222
2012,5.4,19.05361111,-101.4205556
2012,5.4,19.95833333,-102.6
2012,5.4,20.28027778,-100.8997222
2012,5.4,21.89027778,-102.8325
2012,5.4,22.40194444,-99.59944444
2012,5.4,22.91888889,-104.0086111
2012,5.4,24.57666667,-102.7802778
2012,5.4,24.59,-102.1108333
2012,5.4,25.01,-105.2116667
2012,5.4,31.31861111,-110.9458333
2012,5.4,32.10194444,-116.8111111
2012,5.5,18.81583333,-99.55944444
2012,5.5,19.19055556,-99.02194444
2012,5.5,19.53416667,-99.23944444
2012,5.5,19.7725,-100.2883333
2012,5.5,19.90388889,-101.2611111
2012,5.5,19.9725,-100.4511111
2012,5.5,20.12083333,-98.74916667
2012,5.5,20.28083333,-98.65861111
2012,5.5,20.66777778,-100.6080556
2012,5.5,20.92222222,-101.0611111
2012,5.5,21.15222222,-100.9513889
2012,5.5,21.77861111,-102.1038889
2012,5.5,21.80944444,-102.1297222
2012,5.5,22.28277778,-101.5808333
2012,5.5,22.41194444,-99.84694444
2012,5.5,22.99277778,-102.8372222
2012,5.5,23.09361111,-101.5588889
2012,5.5,24.54027778,-104.8102778
2012,5.5,28.46666667,-109.5333333
2012,5.5,31.32916667,-116.2477778
2012,5.6,20.39805556,-100.8855556
2012,5.6,20.57611111,-104.3805556
